Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
115929,The New American Bible,Anonymous,"Anonymous, Anonymous",United States Conference of Catholic Bishops,"=""0529064847""","=""9780529064844""",0,4.54,Catholic World Press/World Bible Publishers,Paperback,1394,1987,1899,,2024/11/10,to-read,to-read (#238),to-read,,,,0,0
205307264,Boom: Bubbles and the End of Stagnation,Byrne Hobart,"Hobart, Byrne",Tobias Huber,"=""1953953476""","=""9781953953476""",0,0.0,Stripe Press,Hardcover,304,2024,,,2024/11/09,to-read,to-read (#237),to-read,,,,0,0
52219273,"How Innovation Works: Serendipity, Energy and the Saving of Time",Matt Ridley,"Ridley, Matt",,"=""0062916599""","=""9780062916594""",0,4.11,Harper,Hardcover,416,2020,2020,,2024/09/07,"from-naval, currently-reading","from-naval (#2), currently-reading (#5)",currently-reading,,,,1,0
209234015,Build a Large Language Model (From Scratch),Sebastian Raschka,"Raschka, Sebastian",,"=""1633437167""","=""9781633437166""",0,4.65,Manning,Paperback,400,2025,,,2024/11/01,to-read,to-read (#236),to-read,,,,0,0
18106978,Homotopy Type Theory,The Univalent Foundations Program,"Program, The Univalent Foundations",,"=""""","=""""",0,4.49,The Univalent Foundations Program Institute for Advanced Study,ebook,618,2013,2013,,2024/10/27,to-read,to-read (#235),to-read,,,,0,0
345095,The Evolving Self: Problem and Process in Human Development,Robert Kegan,"Kegan, Robert",,"=""0674272315""","=""9780674272316""",4,4.23,Harvard University Press,Paperback,336,1982,1982,2024/10/27,2024/01/20,from-caseyc,from-caseyc (#1),read,,,,1,0
12352452,"Season of the Witch: Enchantment, Terror and Deliverance in the City of Love",David Talbot,"Talbot, David",,"=""1439108218""","=""9781439108215""",0,4.30,Free Press (NYC),Hardcover,453,2012,2012,,2024/10/19,to-read,to-read (#234),to-read,,,,0,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",0,4.15,Crown Currency,Hardcover,195,2014,2014,2024/10/09,2017/04/10,,,read,,,,1,0
6407599,Leverage Points: Places to Intervene in a System,Donella H. Meadows,"Meadows, Donella H.",,"=""""","=""""",0,4.69,The Sustainability Institute,pdf,21,1999,1999,,2024/10/07,to-read,to-read (#233),to-read,,,,0,0
192405005,Hypermedia Systems,Carson Gross,"Gross, Carson","Mike Amundsen, Adam Stepinski, Deniz Akşimşek, William Talcott","=""""","=""""",0,4.38,,Kindle Edition,548,2023,,,2024/09/21,to-read,to-read (#232),to-read,,,,0,0
11453188,The Upanishads (Easwaran's Classics of Indian Spirituality Book 2),Eknath Easwaran,"Easwaran, Eknath",Eknath Easwaran,"=""""","=""""",5,4.25,,Kindle Edition,339,,-500,2024/09/07,2024/04/21,from-pat-oshaugnessey,from-pat-oshaugnessey (#2),read,,,,1,0
174713,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""1567310249""","=""9781567310245""",5,4.06,Fine Communications,Hardcover,119,1997,1968,2024/09/04,2024/01/20,from-caseyc,from-caseyc (#3),read,,,,1,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2024/08/08,currently-reading,currently-reading (#4),currently-reading,,,,1,0
12187787,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""1101549823""","=""9781101549827""",0,4.18,Penguin Books,Kindle Edition,498,2011,2011,,2020/05/09,"to-read, naval-arjun","to-read (#222), naval-arjun (#2)",to-read,,,,1,0
230122,Counseling with Choice Theory,William Glasser,"Glasser, William",,"=""0060953667""","=""9780060953669""",0,4.04,Harper Perennial,Paperback,272,2001,2001,,2024/09/07,"to-read, naval-arjun","to-read (#231), naval-arjun (#1)",to-read,,,,0,0
34537901,The Fellowship of the River: A Medical Doctor's Exploration into Traditional Amazonian Plant Medicine,Joseph Tafur,"Tafur, Joseph",Gabor Maté,"=""0998609501""","=""9780998609508""",0,4.51,Joseph Tafur,Paperback,288,2017,,,2024/08/26,to-read,to-read (#230),to-read,,,,0,0
56019043,Beyond Order: 12 More Rules For Life,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0593084640""","=""9780593084649""",0,4.17,Portfolio,Hardcover,382,2021,2021,,2021/06/22,to-read,to-read (#76),to-read,,,,0,0
18224060,The Concise 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""""","=""""",4,4.12,Viva Books,Hardcover,195,2011,1998,2019/07/13,2017/04/29,,,read,,,,1,0
55145261,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",0,4.36,Dutton,Hardcover,304,2021,2021,,2021/12/28,to-read,to-read (#87),to-read,,,,0,0
23463279,Designing Data-Intensive Applications,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""""",0,4.71,O'Reilly,ebook,562,,2015,,2024/05/22,"currently-reading, software","currently-reading (#3), software (#1)",currently-reading,,,,1,0
53343,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""0060891548""","=""9780060891541""",0,4.24,Harper Perennial,Paperback,321,2006,1976,,2024/06/09,"currently-reading, writing","currently-reading (#2), writing (#1)",currently-reading,,,,1,0
154060,A Mathematician's Apology,G.H. Hardy,"Hardy, G.H.",,"=""0521427061""","=""9780521427067""",0,3.92,Fisicalbook,Paperback,153,1992,1940,,2024/07/24,to-read,to-read (#229),to-read,,,,0,0
24617,A Manual for Living (A Little Book of Wisdom),Epictetus,"Epictetus, Epictetus",,"=""0062511114""","=""9780062511119""",0,4.24,HarperOne,Paperback,96,1994,125,,2024/07/24,"to-read, from-james-clear","to-read (#228), from-james-clear (#1)",to-read,,,,0,0
662107,The Starship & the Canoe,Kenneth Brower,"Brower, Kenneth",,"=""0060910305""","=""9780060910303""",0,4.14,Harpercollins,Paperback,272,1983,1978,,2024/06/30,"to-read, from-ribbonfarm","to-read (#227), from-ribbonfarm (#4)",to-read,,,,1,0
35958896,"Astounding: John W. Campbell, Isaac Asimov, Robert A. Heinlein, L. Ron Hubbard, and the Golden Age of Science Fiction",Alec Nevala-Lee,"Nevala-Lee, Alec",,"=""0062571966""","=""9780062571960""",0,4.20,Dey Street Books,Kindle Edition,544,2018,2018,,2024/06/30,"to-read, from-ribbonfarm","to-read (#226), from-ribbonfarm (#3)",to-read,,,,0,0
34459,Metaphors We Live By,George Lakoff,"Lakoff, George",Mark Johnson,"=""0226468011""","=""9780226468013""",0,4.10,University of Chicago Press,Paperback,276,2003,1980,,2024/06/30,"to-read, from-ribbonfarm","to-read (#225), from-ribbonfarm (#2)",to-read,,,,0,0
20657434,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""""","=""""",0,4.22,Harper Business,Kindle Edition,308,2014,2014,,2017/04/10,to-read,to-read (#224),to-read,,,,1,0
18693910,Barbarian Days: A Surfing Life,William Finnegan,"Finnegan, William",,"=""1594203474""","=""9781594203473""",0,4.27,Penguin Press,Hardcover,447,2015,2015,,2019/08/27,to-read,to-read (#223),to-read,,,,1,0
36645100,Inspired: How to Create Tech Products Customers Love (Silicon Valley Product Group),Marty Cagan,"Cagan, Marty",,"=""1119387566""","=""9781119387565""",0,4.24,Wiley,Kindle Edition,349,2017,2008,,2020/07/01,to-read,to-read (#221),to-read,,,,1,0
4069,Man’s Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1946,,2020/09/12,to-read,to-read (#220),to-read,,,,1,0
823754,"The Annotated Hobbit: The Hobbit, or, There and back again",J.R.R. Tolkien,"Tolkien, J.R.R.",Douglas A. Anderson,"=""""","=""""",0,4.29,Houghton Mifflin Company,Hardcover,399,1990,1937,,2020/09/25,to-read,to-read (#219),to-read,,,,1,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,"=""1544512260""","=""""",0,4.31,Lioncrest Publishing,Kindle Edition,366,2018,2018,,2020/10/01,to-read,to-read (#218),to-read,,,,1,0
18685328,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,"=""""","=""""",0,4.11,Jossey-Bass,Kindle Edition,242,2011,2002,2024/06/30,2021/04/17,,,read,,,,1,0
36849193,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,"Pollan, Michael",,"=""0525558942""","=""9780525558941""",0,4.27,Penguin Books,Kindle Edition,480,2018,2018,,2021/06/20,to-read,to-read (#217),to-read,,,,1,0
55338968,The Cold Start Problem: How to Start and Scale Network Effects,Andrew Chen,"Chen, Andrew",,"=""0062969749""","=""9780062969743""",0,4.19,Harper Business,Hardcover,386,2021,,,2022/02/03,to-read,to-read (#216),to-read,,,,1,0
37926707,The Mind is Flat: The Illusion of Mental Depth and The Improvised Mind,Nick Chater,"Chater, Nick",,"=""""","=""""",0,3.74,Penguin,Kindle Edition,220,2018,,,2022/02/16,to-read,to-read (#215),to-read,,,,1,0
34689843,Disciplined Entrepreneurship Workbook,Bill Aulet,"Aulet, Bill",,"=""""","=""""",0,4.37,Wiley,Kindle Edition,409,2017,,,2022/02/23,to-read,to-read (#214),to-read,,,,1,0
50752085,Complexity: The Emerging Science at the Edge of Order and Chaos,M. Mitchell Waldrop,"Waldrop, M. Mitchell",,"=""150405914X""","=""9781504059145""",0,4.05,Open Road Media,Kindle Edition,376,2019,1992,,2022/05/05,to-read,to-read (#213),to-read,,,,1,0
75314488,One from Many: VISA and the Rise of Chaordic Organization,Dee Hock,"Hock, Dee",,"=""""","=""""",0,4.12,,Kindle Edition,487,2022,2000,,2022/08/31,to-read,to-read (#212),to-read,,,,1,0
39349923,How to Be an Adult: A Handbook on Psychological and Spiritual Integration,David Richo,"Richo, David",,"=""""","=""""",0,4.38,Paulist Press™,Kindle Edition,132,1991,1991,,2023/06/19,"maggie-appleton, to-read","maggie-appleton (#1), to-read (#211)",to-read,,,,1,0
25942786,The Mind Illuminated: A Complete Meditation Guide Integrating Buddhist Wisdom and Brain Science,Culadasa (John Charles Yates),"Yates), Culadasa (John Charles","John Charles Yates, Matthew Immergut, Jeremy Graves","=""0990847705""","=""9780990847700""",0,4.25,Dharma Treasure Press,Paperback,504,2015,2015,,2023/10/26,to-read,to-read (#210),to-read,,,,1,0
42360533,Thinking in Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",,"=""""","=""""",4,4.20,Chelsea Green Publishing Company,Audiobook,,2018,2008,2024/06/29,2023/07/27,favorites,favorites (#4),read,,,,1,0
60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593652886""","=""9780593652886""",4,4.03,Penguin Press,Hardcover,406,2023,2023,2023/07/01,2023/01/29,favorites,favorites (#3),read,,,,2,0
51174256,The Immortality Key: Uncovering the Secret History of the Religion with No Name,Brian C. Muraresku,"Muraresku, Brian C.",,"=""1250207142""","=""9781250207142""",5,4.25,St. Martin's Press,Hardcover,352,2020,2020,,2021/07/20,favorites,favorites (#2),read,,,,1,0
56082939,Wanting: The Power of Mimetic Desire in Everyday Life,Luke Burgis,"Burgis, Luke",,"=""1250262496""","=""9781250262493""",4,3.81,St. Martin's Press,Kindle Edition,282,2021,2021,2022/02/06,2021/12/27,favorites,favorites (#1),read,,,,1,0
156784,Permutation City,Greg Egan,"Egan, Greg",,"=""006105481X""","=""9780061054815""",0,4.06,HarperPrism,Mass Market Paperback,352,1995,1994,,2024/01/19,"from-pablo, to-read","from-pablo (#2), to-read (#209)",to-read,,,,1,0
41447687,Radicalized,Cory Doctorow,"Doctorow, Cory",,"=""1789541093""","=""9781789541090""",0,4.02,Head of Zeus,Hardcover,304,2019,2019,,2024/06/15,to-read,to-read (#208),to-read,,,,0,0
59575939,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,Ed Yong,"Yong, Ed",,"=""""","=""""",0,4.47,Random House,Hardcover,464,2022,2022,,2024/06/15,to-read,to-read (#207),to-read,,,,0,0
24885533,The Paper Menagerie and Other Stories,Ken Liu,"Liu, Ken",,"=""1481442546""","=""9781481442541""",0,4.36,Gallery / Saga Press,Hardcover,450,2016,2016,,2024/06/09,to-read,to-read (#206),to-read,,,,0,0
34507927,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Ahrens, Sönke",,"=""""","=""""",0,4.11,,Kindle Edition,178,2017,2017,,2024/06/09,to-read,to-read (#205),to-read,,,,0,0
585474,Writing to Learn: How to Write--And Think--Clearly about Any Subject at All,William Zinsser,"Zinsser, William",,"=""0062720406""","=""9780062720405""",0,3.85,Harper Perennial,Paperback,272,1993,1988,,2024/06/09,to-read,to-read (#204),to-read,,,,0,0
4808763,The Last Question,Isaac Asimov,"Asimov, Isaac","Bob E. Flick, Jim Gallant","=""1884214495""","=""9781884214493""",5,4.54,Ziggurat Productions,Audio CD,9,2007,1956,,2024/05/12,,,read,,,,1,0
98685,Genius: The Life and Science of Richard Feynman,James Gleick,"Gleick, James",,"=""0679747044""","=""9780679747048""",0,4.11,Vintage,Paperback,531,1993,,,2024/05/09,to-read,to-read (#203),to-read,,,,0,0
44595007,Indistractable: How to Control Your Attention and Choose Your Life,Nir   Eyal,"Eyal, Nir",Julie Li,"=""194883653X""","=""9781948836531""",4,3.75,BenBella Books,Hardcover,290,2019,2019,2024/05/05,2024/04/21,,,read,,,,1,0
155981,Psycho-Cybernetics: A New Way to Get More Living Out of Life,Maxwell Maltz,"Maltz, Maxwell",,"=""0671700758""","=""9780671700751""",0,4.25,Pocket,Mass Market Paperback,288,1989,1960,,2024/05/02,to-read,to-read (#202),to-read,,,,0,0
50776459,Shape Up: Stop Running in Circles and Ship Work that Matters,Ryan Singer,"Singer, Ryan",Jason Fried,"=""""","=""""",0,4.27,Basecamp,ebook,133,2019,2019,,2024/04/22,"currently-reading, product","currently-reading (#1), product (#1)",currently-reading,,,,1,0
760025,Positioning: The Battle for Your Mind,Al Ries,"Ries, Al","Jack Trout, Philip Kotler","=""0071373586""","=""9780071373586""",0,4.03,McGraw Hill,Paperback,224,2000,1980,,2024/04/21,"to-read, from-pat-oshaugnessey, marketing-sales","to-read (#201), from-pat-oshaugnessey (#13), marketing-sales (#1)",to-read,,,,0,0
583785,The Systems Bible: The Beginner's Guide to Systems Large and Small,John Gall,"Gall, John",,"=""0961825170""","=""9780961825171""",0,3.99,General Systemantics Pr,Paperback,316,2003,1977,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#200), from-pat-oshaugnessey (#12)",to-read,,,,0,0
13586932,The Outsiders: Eight Unconventional CEOs and Their Radically Rational Blueprint for Success,William N. Thorndike Jr.,"Jr., William N. Thorndike",,"=""1422162672""","=""9781422162675""",0,4.22,Harvard Business Review Press,Hardcover,251,2012,2012,,2024/04/21,"from-pat-oshaugnessey, to-read","from-pat-oshaugnessey (#11), to-read (#199)",to-read,,,,0,0
10321016,"Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal",Oren Klaff,"Klaff, Oren",,"=""0071752854""","=""9780071752855""",0,4.06,McGraw-Hill,Hardcover,240,2011,2011,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#198), from-pat-oshaugnessey (#10)",to-read,,,,0,0
30556551,Nobody Wants to Read Your Sh*t: Why That Is And What You Can Do About It,Steven Pressfield,"Pressfield, Steven",Shawn Coyne,"=""1936891506""","=""9781936891504""",0,4.20,Black Irish Entertainment LLC,Kindle Edition,191,2016,2016,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#197), from-pat-oshaugnessey (#9)",to-read,,,,0,0
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",0,4.12,Penguin Press,Hardcover,481,2017,2017,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#196), from-pat-oshaugnessey (#8)",to-read,,,,0,0
32816087,7 Powers: The Foundations of Business Strategy,Hamilton Wright Helmer,"Helmer, Hamilton Wright",,"=""0998116319""","=""9780998116310""",0,4.29,Hamilton Helmer,Paperback,210,2016,,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#195), from-pat-oshaugnessey (#7)",to-read,,,,0,0
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""""","=""""",0,4.45,Carroll & Graf Publishers,Hardcover,282,1999,1959,,2024/04/21,to-read,to-read (#194),to-read,,,,0,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Jacob Needleman, Brian Browne Walker, Jane English, James Legge, Toinette Lippe, Vladimir Antonov, Claudio Lamparelli, Gia-Fu Feng, Mikhail Nikolenko","=""0679724346""","=""9780679724346""",0,4.30,Vintage,Paperback,107,1989,-400,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#193), from-pat-oshaugnessey (#6)",to-read,,,,0,0
12543,Bird by Bird,Anne Lamott,"Lamott, Anne",,"=""""","=""""",0,4.24,Anchor,Paperback,238,1995,1994,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#192), from-pat-oshaugnessey (#5)",to-read,,,,0,0
17717,Labyrinths: Selected Stories & Other Writings,Jorge Luis Borges,"Borges, Jorge Luis","André Maurois, James E. Irby, Donald A. Yates","=""0811200124""","=""9780811200127""",0,4.45,New Directions,Paperback,260,1964,1962,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#191), from-pat-oshaugnessey (#4)",to-read,,,,0,0
994560,The Path of Least Resistance: Learning to Become the Creative Force in Your Own Life,Robert Fritz,"Fritz, Robert",,"=""0449903370""","=""9780449903377""",0,4.07,Ballantine Books,Paperback,320,1989,1984,,2024/04/21,"to-read, from-pat-oshaugnessey","to-read (#190), from-pat-oshaugnessey (#3)",to-read,,,,0,0
62050269,"A Brief History of Intelligence: Evolution, AI, and the Five Breakthroughs That Made Our Brains",Max Solomon Bennett,"Bennett, Max Solomon",,"=""0063286343""","=""9780063286344""",0,4.45,Mariner Books,Hardcover,432,2023,,,2024/04/04,"to-read, from-geohot","to-read (#189), from-geohot (#1)",to-read,,,,0,0
955045,Against the Odds: An Autobiography,James Dyson,"Dyson, James",,"=""1587990148""","=""9781587990144""",0,4.29,Texere,Paperback,,2000,1997,,2024/04/04,to-read,to-read (#188),to-read,,,,0,0
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""0141000511""","=""9780141000510""",0,4.16,Penguin Books,Paperback,464,2001,1984,,2024/03/22,to-read,to-read (#187),to-read,,,,0,0
9530,Shadow Divers,Robert Kurson,"Kurson, Robert",,"=""""","=""""",0,4.35,Random House,Hardcover,335,2004,2004,,2024/03/17,"to-read, from-pat-oshaugnessey","to-read (#186), from-pat-oshaugnessey (#1)",to-read,,,,0,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",0,3.89,Signet Book,Mass Market Paperback,704,1996,1943,,2024/03/04,to-read,to-read (#185),to-read,,,,0,0
58794322,Fundraising,Ryan Breslow,"Breslow, Ryan",,"=""""","=""""",4,4.35,,Kindle Edition,60,2021,,,2024/01/17,,,read,,,,1,0
60551,The Book: On the Taboo Against Knowing Who You Are,Alan W. Watts,"Watts, Alan W.",,"=""0679723005""","=""9780679723004""",0,4.21,Vintage,Mass Market Paperback,163,1989,1966,,2024/01/21,"to-read, from-caseyc","to-read (#184), from-caseyc (#5)",to-read,,,,0,0
681941,The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology,Robert Wright,"Wright, Robert",,"=""0679763996""","=""9780679763994""",0,4.08,Vintage,Paperback,496,1995,1994,,2024/01/21,"to-read, from-caseyc","to-read (#183), from-caseyc (#4)",to-read,,,,0,0
43190966,Refactoring UI,Adam Wathan,"Wathan, Adam",Steve Schoger,"=""""","=""""",0,4.66,,ebook,252,2018,,,2024/01/21,to-read,to-read (#182),to-read,,,,0,0
5625477,Biocentrism: How Life and Consciousness Are the Keys to Understanding the True Nature of the Universe,Robert Lanza,"Lanza, Robert",Bob Berman,"=""1933771690""","=""9781933771694""",0,3.94,BenBella Books,Hardcover,223,2009,2009,,2024/01/20,"to-read, from-caseyc","to-read (#181), from-caseyc (#2)",to-read,,,,0,0
64341,The Metamorphosis of Prime Intellect,Roger    Williams,"Williams, Roger",,"=""1411602196""","=""9781411602199""",0,4.11,Lulu.com,Paperback,175,2003,2006,,2024/01/19,"to-read, from-pablo","to-read (#180), from-pablo (#3)",to-read,,,,0,0
17863,Accelerando,Charles Stross,"Stross, Charles",,"=""0441014151""","=""9780441014156""",0,3.87,Ace,Mass Market Paperback,415,2006,2005,,2024/01/19,"to-read, from-pablo","to-read (#179), from-pablo (#1)",to-read,,,,0,0
200179688,"The Anthology of Balaji: A Guide to Technology, Truth, and Building the Future",Eric Jorgenson,"Jorgenson, Eric",Balaji Srinivasan,"=""1544542909""","=""9781544542904""",4,4.22,Smart Friends Publishing,Kindle Edition,273,2023,,,2024/01/13,,,read,,,,1,0
7234685,Understand,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.14,BBC Radio 7,Audiobook,46,2006,,,2024/01/11,"to-read, from-naval","to-read (#178), from-naval (#1)",to-read,,,,0,0
37638098,Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,Ken Kocienda,"Kocienda, Ken",,"=""1250194466""","=""9781250194466""",0,4.06,St. Martin's Press,Hardcover,264,2018,2018,,2023/12/17,"to-read, from-geoffrey-litt","to-read (#177), from-geoffrey-litt (#3)",to-read,,,,0,0
11300085,An Everlasting Meal: Cooking with Economy and Grace,Tamar Adler,"Adler, Tamar",Alice Waters,"=""143918187X""","=""9781439181874""",0,4.19,Scribner,Hardcover,272,2011,2011,,2023/12/17,"to-read, from-geoffrey-litt","to-read (#176), from-geoffrey-litt (#2)",to-read,,,,0,0
8884400,The Most Human Human: What Talking with Computers Teaches Us About What It Means to Be Alive,Brian Christian,"Christian, Brian",,"=""0385533063""","=""9780385533065""",0,3.94,Knopf Doubleday Publishing Group,Hardcover,303,2011,2011,,2023/12/17,"to-read, from-geoffrey-litt","to-read (#175), from-geoffrey-litt (#1)",to-read,,,,0,0
48691943,The Great CEO Within: The Tactical Guide to Company Building,Matt Mochary,"Mochary, Matt",,"=""0578599295""","=""9780578599298""",0,4.35,Mochary Films,Kindle Edition,200,2019,,,2023/12/11,"to-read, from-balaji","to-read (#174), from-balaji (#2)",to-read,,,,0,0
42036377,Where Is My Flying Car?: A Memoir of Future Past,J. Storrs Hall,"Hall, J. Storrs",,"=""""","=""""",0,4.08,,Kindle Edition,609,2018,,,2023/12/11,"to-read, from-balaji","to-read (#173), from-balaji (#1)",to-read,,,,0,0
59808603,The Mountain in the Sea,Ray Nayler,"Nayler, Ray",,"=""0374605955""","=""9780374605957""",0,3.92,MCD,Hardcover,456,2022,2022,,2023/12/07,to-read,to-read (#172),to-read,,,,0,0
59456366,The Geek Way: The Radical Mindset that Drives Extraordinary Results,Andrew McAfee,"McAfee, Andrew",,"=""0316436704""","=""9780316436700""",0,3.96,"Little, Brown and Company",Hardcover,336,2023,,,2023/12/03,to-read,to-read (#171),to-read,,,,0,0
144405196,"The Worlds I See: Curiosity, Exploration, and Discovery at the Dawn of AI",Fei-Fei Li,"Li, Fei-Fei",,"=""""","=""""",0,4.38,Flatiron Books: A Moment of Lift Book,Hardcover,336,2023,2023,,2023/11/07,to-read,to-read (#170),to-read,,,,0,0
94318,Awareness: The Perils and Opportunities of Reality,Anthony de Mello,"Mello, Anthony de",J. Francis Stroud,"=""0385249373""","=""9780385249379""",0,4.29,Image,Paperback,184,1992,1990,,2023/11/02,to-read,to-read (#169),to-read,,,,0,0
38398157,Blitzscaling: The Lightning-Fast Path to Building Massively Valuable Companies,Reid Hoffman,"Hoffman, Reid","Chris Yeh, Bill Gates","=""1524761419""","=""9781524761417""",0,3.96,Crown Currency,Hardcover,336,2018,2018,,2023/10/26,"to-read, from-sama","to-read (#168), from-sama (#1)",to-read,,,,0,0
